x [Mpc],y [Mpc],z [Mpc],vx [km/s],vy [km/s],vz [km/s]
7.2303,10.167,7.7673,-119.1,10.42,9.7287
6.4148,10.483,7.8348,-155.41,32.902,55.606
6.4542,10.605,7.9862,-48.183,-70.922,61.106
6.4891,10.587,8.0024,-300.06,-83.919,-65.559
6.4701,10.604,7.9987,-10.062,68.277,76.781
6.3782,10.523,7.8808,-74.557,25.12,38.45
6.3664,10.526,7.9807,12.632,-8.5368,-7.0565
7.2532,10.541,6.2206,-65.76,17.847,13.108
6.821,11.165,7.7743,-63.171,-41.704,-10.168
7.6663,12.16,7.6799,-78.302,56.934,20.831
7.9792,15.754,7.9473,-31.024,95.825,0.2838
6.2669,15.854,6.7589,50.878,85.162,-5.7493
5.9025,14.162,7.3324,37.076,62.399,15.035
4.5387,12.66,5.1744,-21.106,43.177,-26.855
5.9701,12.811,5.9676,0.74899,43.471,-3.1061
4.2333,13.207,4.8354,-33.869,97.843,-42.75
4.2004,13.198,4.8559,86.125,103.9,61.686
4.1162,13.371,4.8445,3.8029,11.077,-18.736
4.1893,13.353,4.8403,-58.647,32.561,17.06
4.7805,14.44,4.4581,-16.457,116.93,13.252
4.64,14.409,4.5107,-5.8966,40.999,24.979
4.6118,14.319,4.7467,62.246,87.077,-42.144
4.5986,14.314,4.6687,-50.377,35.24,-69.181
4.5895,14.315,4.6536,124.69,52.819,53.801
4.4384,14.31,4.563,-62.135,77.975,-84.703
4.9012,15.998,4.4327,44.794,134.87,-71.058
4.4326,15.337,5.9524,26.929,70.96,-42.868
5.6918,14.79,4.4716,-3.5445,93.372,-21.953
6.249,14.559,5.6947,20.284,80.173,-16.827
7.4476,14.481,5.8865,26.671,86.731,-12.517
7.4352,15.373,4.2952,18.055,80.024,-35.611
7.4509,15.293,4.276,25.551,58.205,67.123
7.5909,15.833,4.4661,-100.58,-67.802,101.2
7.0603,13.831,5.9601,11.613,89.486,-9.1495
6.5291,13.19,4.3596,-6.746,58.813,-5.6804
6.3679,13.183,4.2993,53.714,62.778,-27.269
7.8458,12.014,5.404,-31.03,47.894,-28.45
7.6697,12.484,3.69,4.9592,53.262,20.942
7.8975,12.801,3.4261,16.93,75.829,38.209
7.7758,12.866,3.4273,35.651,34.59,7.0994
7.6602,12.354,3.3614,58.436,89.58,-43.896
7.1701,12.991,2.1269,65.203,-66.212,5.8546
7.2545,12.582,2.1207,-50.466,49.378,2.9627
7.2973,12.628,2.0842,-72.523,32.066,84.141
7.3224,12.588,2.123,124.56,245.14,-89.407
7.3716,12.58,2.0847,-27.202,-16.141,-25.444
7.3563,12.561,2.0816,22.375,71.603,-48.185
7.3536,12.558,2.0562,-218.57,12.28,-225.73
7.2689,12.541,2.114,207.47,200.72,95.697
7.2615,12.54,2.1391,89.395,170.51,-7.1199
7.2761,12.573,2.1609,-53.165,-207.16,-167.73
7.2016,12.57,2.1527,126.42,118.65,-89.004
7.2458,12.526,2.1197,-146.11,104.76,70.568
7.2335,12.521,2.068,-226.69,-204.91,331.21
7.1417,12.517,2.0976,142.48,104.39,94.55
7.1229,12.366,2.1106,-57.945,253.82,9.8168
7.0809,12.347,2.2539,-40.867,131.65,73.489
7.2282,12.38,2.1056,119.44,-27.828,158.32
7.1965,12.437,2.0776,-107.99,-230.89,151.55
7.1516,12.399,2.0071,111.43,-171.76,25.624
7.1376,12.388,2.0669,-111.67,12.538,91.98
7.2076,12.447,2.0145,26.955,94.835,-28.478
7.2232,12.491,2.0688,-261.28,24.426,348.12
7.1379,12.494,2.1821,-22.336,103.78,74.579
7.1639,12.449,2.149,243.7,215.62,91.081
7.1767,12.422,2.1549,-84.722,-75.85,183.56
7.2756,12.395,2.1814,-9.3264,41.221,19.456
7.267,12.502,2.125,214.92,86.515,-194.52
7.252,12.5,2.0712,95.314,165.97,-76.594
7.1725,13.024,2.0749,29.265,-106.67,60.35
7.5338,13.014,2.7745,15.394,-29.581,-21.043
7.6617,13.314,3.7393,53.888,48.807,-55.619
7.8364,14.297,3.8501,27.909,79.275,18.673
7.7473,14.403,3.8895,-34.768,-2.5914,92.029
7.0921,14.59,3.6864,7.4437,44.805,27.594
6.8602,14.381,2.8237,21.048,47.72,9.1478
6.3226,14.281,2.1549,-1.7319,19.984,-18.755
6.2882,14.34,2.0732,-4.1746,32.368,60.261
6.3927,14.086,2.0825,-66.347,34.69,56.853
6.3737,14.936,3.9842,12.733,94.886,-0.13402
6.9938,14.109,3.1777,-30.517,21.585,36.754
4.1255,15.811,3.2121,22.736,155.04,-7.7831
5.3835,13.415,3.2671,23.078,67.257,7.6445
5.5916,12.871,1.1664,33.75,45.138,48.134
5.8061,15.494,1.8141,-64.376,101.49,49.327
5.2173,14.197,0.35695,-26.335,86.206,39.959
6.681,14.578,1.6312,-64.902,34.586,68.895
7.8886,13.851,1.7933,-59.542,-10.701,47.33
6.2217,13.647,1.9388,34.285,36.462,59.237
6.4265,12.961,1.5845,47.614,-15.993,82.52
6.4136,12.933,1.624,108.22,83.389,-8.5712
6.959,12.492,1.8672,-123.33,58.887,51.042
7.1405,12.476,1.9926,-27.88,-115.55,-114.77
7.1715,12.428,1.9918,-217.45,-60.943,132.96
7.0941,12.327,1.9539,120.94,152.01,187.11
7.2234,12.644,1.5685,-54.21,-18.691,181.58
7.2448,12.596,1.8241,-114.88,-17.442,191.66
7.049,12.679,1.491,27.605,-14.909,162.92
7.8489,12.585,1.0875,-62.085,36.019,111.48
7.8761,10.463,0.52139,-89.285,18.818,28.715
6.032,11.124,1.4091,22.963,12.532,8.7352
6.1153,11.118,1.3294,64.648,15.326,-5.7217
6.4573,10.335,1.2305,-14.17,10.202,-36.931
6.6761,10.181,0.63882,-49.088,-69.822,2.5471
6.6564,10.088,0.61272,-78.612,-34.629,-7.4782
6.6443,10.046,0.50654,6.0831,5.7349,9.089
6.6186,10.777,0.78474,-89.866,-33.567,42.694
6.5322,10.554,0.68967,-80.11,3.7689,-33.964
6.7681,10.259,0.33203,-113.35,-36.162,72.221
6.509,10.169,0.30946,-215.24,54.596,-62.491
6.5107,10.169,0.31461,195.65,-43.836,123.29
6.2205,11.296,0.57391,11.091,-17.693,60.459
5.8341,10.38,0.36657,33.605,-34.783,16.277
5.2542,10.639,3.3739,11.06,-8.0792,15.246
7.9435,11.436,3.3642,11.254,96.143,-27.806
7.8549,11.953,3.215,-26.725,109.81,24.567
7.8339,12.002,3.0096,7.4236,104.71,7.5705
7.2581,11.792,2.4084,36.163,107.63,-50.728
7.0122,11.842,2.1182,1.8462,159.91,4.5468
7.1753,11.869,2.1038,49.049,5.3055,19.958
7.903,10.574,2.5724,-75.929,77.487,35.392
7.8471,10.378,2.6759,-42.532,99.942,-14.746
6.3695,10.013,3.231,-54.409,36.595,18.841
6.4172,10.012,3.7641,-65.598,23.435,-14.597
6.0162,9.4632,3.5179,-6.5383,6.4755,23.757
6.2523,9.8933,3.2071,-38.863,-25.288,19.692
7.5908,9.9245,2.136,-60.096,52.293,6.7443
4.9898,8.2709,3.6338,-49.269,-55.313,39.142
5.7323,9.4026,3.8679,2.4925,-8.5938,-17.172
5.6959,9.3431,3.9308,-53.889,-17.34,22.678
5.8626,9.2906,3.8351,-45.185,-20.978,-44.443
5.9507,9.388,3.5567,-61.103,-21.51,50.129
5.7833,9.1709,3.2469,-72.577,37.174,29.066
5.252,8.0211,0.60142,-35.24,-82.965,-86.697
5.9534,8.7921,0.31575,-17.868,-53.37,-98.545
6.2561,8.6361,0.27315,-48.045,-74.524,-73.222
6.1269,9.3788,0.86748,-57.255,6.5862,-46.012
6.4126,9.368,0.95827,-22.179,-34.984,-69.328
6.9858,9.6568,1.3783,-85.174,43.31,-23.633
7.8288,9.8872,1.0738,-94.6,38.825,6.3307
8.7539,8.553,0.5931,-94.308,32.869,-13.24
9.3449,9.7235,0.14238,-71.99,29.18,8.3333
11.431,8.665,0.6677,-24.838,43.103,-8.058
11.331,8.9536,2.9653,-27.252,61.734,33.179
9.4382,8.6818,2.5519,-65.2,50.856,16.248
9.8707,11.392,2.2793,-65.747,79.378,69.337
8.9226,11.174,3.9059,-30.523,151.97,-53.619
9.4638,11.902,3.8344,-260.09,-77.922,-104.9
9.4158,11.921,3.8186,-220.83,80.052,-94.126
9.3435,11.959,3.6469,-252.13,58.85,150.84
9.3265,12,3.645,30.844,102.43,32.842
9.4236,11.979,3.6508,-13.979,503.22,6.547
9.379,11.927,3.6513,-153.09,-15.321,-68.768
9.4032,11.889,3.677,120.18,-104.56,125.99
9.4975,11.891,3.6387,-141.97,63.238,173.68
9.4381,11.884,3.6439,-187.98,119.24,6.2304
9.3159,11.798,3.6482,-189.8,-3.9788,16.818
9.3642,11.841,3.6263,-191.17,150.64,-34.903
9.3189,11.831,3.5732,-105.36,48.864,78.748
9.4203,11.883,3.5992,12.603,-10.183,28.738
9.4218,11.902,3.5807,221.15,80.554,37.474
9.4069,11.948,3.6177,-114.44,97.768,-180.17
9.3428,12.003,3.534,-115.76,-81.474,127.18
9.3401,11.987,3.5157,-64.397,-147.49,-134.9
9.3611,11.939,3.6078,-161.43,243.59,-133.41
9.3358,11.928,3.5845,-22.397,-176.43,61.051
9.2797,11.902,3.5861,-106.58,121.63,163.32
9.2903,11.918,3.6177,-63.411,-72.9,11.348
9.3098,11.981,3.5662,64.803,39.527,150.75
9.1875,12.004,3.5769,-129.17,57.252,45.29
9.1212,11.942,3.6583,105.88,100.09,-28.293
9.0853,11.668,3.5938,-153.13,28.229,-34.788
9.4307,11.647,3.5338,-29.836,108.83,-137.82
9.044,11.133,3.8192,-26.433,157.23,-41.157
9.0219,11.824,3.2227,-53.18,66.014,13.719
9.3594,11.924,3.5015,-45.903,-84.378,180.85
9.3057,11.868,3.4683,0.22792,220.91,15.965
9.3869,11.772,3.3237,-67.626,125.79,131.77
9.386,11.798,3.3372,97.143,145.82,-20.697
10.718,11.462,3.351,-73.467,100.93,64.505
11.075,10.922,3.164,-50.661,110.72,50.578
10.985,11.399,2.0256,-58.345,59.518,48.921
11.083,10.811,1.5181,-42.579,61.768,25.346
11.157,10.586,1.1667,-38.496,84.993,29.704
11.888,11.27,0.42941,-13.847,46.773,18.956
9.8089,10.974,1.0808,-60.614,46.995,53.582
9.2944,10.574,1.2384,-57.456,86.643,41.695
9.4459,10.621,1.5032,-74.072,68.261,17.133
8.7756,11.081,1.8839,-54.537,65.318,51.411
8.8235,12.131,1.1202,-52.18,59.938,69.696
9.475,12.887,1.252,-22.373,18.541,101.88
9.607,12.897,1.2242,-142.29,7.0018,20.508
9.6252,12.902,1.2516,67.31,90.931,-33.87
9.5943,12.92,1.238,-134.9,-36.706,206.22
9.6291,12.844,1.1634,-69.423,89.915,33.305
9.6344,12.918,0.83147,-34.891,33.294,130.72
9.6605,13.077,0.83625,-29.684,-3.9584,98.845
9.4117,13.621,0.98049,-51.026,-33.968,38.24
9.2505,13.63,1.0052,-60.291,-22.846,72.102
8.3243,13.008,0.90407,-44.356,5.7132,91.934
8.014,14.956,0.023682,-66.408,48.572,38.776
8.3087,15.453,1.8227,-86.633,19.656,46.789
8.0737,14.103,1.3384,-58.336,0.5082,68.557
9.2305,14.129,0.11446,-45.718,6.6278,50.493
11.182,15.593,1.9136,-42.292,10.315,78.781
11.22,15.423,1.9648,-55.07,-4.8984,41.393
11.686,12.188,0.2281,-24.792,42.783,14.384
10.177,12.378,0.13868,-38.324,62.866,53.745
10.402,12.973,0.19556,-39.223,31.548,55.028
10.387,12.998,0.11889,-34.653,-5.0143,50.904
10.443,13.987,1.8829,-75.388,-10.213,48.135
10.591,12.042,2.1715,-84.062,48.512,61.721
10.55,12.067,3.9169,-90.737,83.339,80.344
11.473,12.07,3.7112,-54.309,59.984,-36.821
11.155,15.567,2.0545,-35.646,-59.626,4.8925
10.149,14.195,3.0971,-84.324,-4.3587,57.122
9.8731,15.086,2.0559,-65.326,-6.2787,53.284
8.2052,13.236,3.6602,35.604,-54.574,-132.32
8.2043,13.212,3.5957,-30.598,29.422,-39.401
8.2904,13.183,3.6253,-136.92,-111.7,15.859
8.295,13.192,3.673,-64.066,20.099,6.9504
8.3374,13.197,3.6922,-4.9698,48.733,-0.052672
8.6272,13.413,3.9473,-18.816,34.263,-48.553
9.2882,13.567,2.7753,-86.406,-33.628,50.996
9.227,13.809,3.0936,-53.664,-28.955,47.25
9.6617,12.57,3.3746,0.048859,119.81,-9.3491
9.0497,12.023,3.7214,-82.935,119.25,53.963
9.448,12.259,3.6204,160.71,151.34,-60.432
9.4894,12.344,3.5593,-154.1,76.315,77.039
9.3576,12.022,3.6299,202.65,318.37,-195.61
9.3686,12.026,3.6646,-215.57,74.238,31.545
9.4922,12.235,3.7175,101.07,214.04,30.167
9.4984,12.234,3.5482,69.456,66.163,-41.129
9.3504,12.071,3.521,-5.9318,101.17,-86.931
9.5337,12.028,3.8289,-149.73,119.91,-98.871
9.5418,12.092,3.3825,-6.3648,-17.418,70.709
9.9471,12.431,2.1504,-123.55,43.5,73.025
9.5407,12.666,2.1374,-83.778,-7.2595,43.169
9.5666,12.769,2.2903,-162.37,101.86,36.387
9.5205,13,2.1149,-23.794,-19.69,67.019
9.7296,12.6,2.8048,-127.13,-16.784,41.064
9.3617,13.001,2.1328,-94.5,-53.987,48.002
9.3847,12.979,2.1308,-54.084,89.413,99.922
9.3651,12.93,2.3136,-26.127,-26.173,18.667
9.3306,12.925,2.292,-64.134,-110.88,22.709
9.4601,12.81,2.2989,-40.936,126.46,72.673
9.443,12.793,2.3107,17.884,1.2663,157.94
9.3572,12.7,2.2294,-99.561,-46.683,39.34
9.4286,12.5,2.2724,-60.292,5.2883,72.432
8.2905,12.826,3.4887,3.4258,0.18128,54.569
8.3365,12.789,3.4309,20.798,99.096,-96.005
8.3561,12.934,3.2659,54.083,56.555,50.116
8.3466,12.941,3.2985,-34.313,47.903,-108.72
8.3737,12.56,3.7663,-58.652,36.797,-64.62
8.3716,12.819,3.5459,19.677,48.595,3.2866
8.3859,12.84,3.6053,-62.767,-13.626,126.44
8.4335,12.805,3.5502,17.235,139.84,-18.198
8.6762,12.442,4.1007,-18.154,61.713,-113.65
9.1536,13.283,4.2791,-84.529,21.992,-19.861
8.4565,14.442,4.0259,-29.525,64.737,31.978
8.4906,14.658,4.9792,49.669,162.12,-79.748
8.4165,14.667,4.9418,-18.905,159.77,-34.1
8.3103,14.785,4.6787,25.174,87.628,58.691
8.3045,14.774,4.6328,-53.962,40.856,83.468
8.3465,14.779,4.6441,-1.7665,199.33,43.627
8.2829,14.654,4.5028,-54.614,195.46,-14.979
8.0976,14.618,4.2038,60.119,79.148,2.1917
8.5847,15.24,4.8922,17.983,69.716,151.49
8.6217,15.096,4.9632,-46.651,105.58,-8.7126
8.6181,15.052,4.9051,69.794,8.0604,116.43
8.5525,15.044,4.8504,38.8,38.939,190.81
8.6653,15.085,4.91,1.58,-80.279,81.139
8.6787,15.079,4.9185,-27.064,200.5,-5.3739
8.682,15.119,4.9231,15.899,195.11,42.994
8.2632,15.152,5.1081,11.128,35.006,34.003
8.1076,15.933,5.134,-69.428,-50.855,153.6
8.2818,15.829,5.275,27.056,-140.86,-43.251
8.436,15.828,5.3406,-130.28,-41.691,-158.09
8.6992,15.787,5.2248,-13.329,4.2237,236.04
8.8964,15.713,5.3071,-12.176,-47.972,67.562
8.9841,15.398,5.4795,133.97,19.088,86.156
8.837,15.283,5.5987,-146.33,19.975,-21.42
8.8105,15.936,5.8824,8.2662,-243.75,-30.524
8.9698,15.553,5.5405,-345.1,-42.005,92.903
8.9549,15.614,5.686,-194.47,282.62,-30.594
8.6765,15.934,5.6722,-92.481,-50.389,-70.644
9.5801,15.115,5.7992,-156.11,-137.42,-86.634
9.7184,15.498,5.6518,-332.36,-71.569,162.46
9.7039,15.491,5.7078,-8.5252,8.7335,-123.2
9.5551,15.779,5.7139,101.37,160.82,-136.5
9.5432,15.809,5.7509,95.504,-36.625,86.254
9.5173,15.762,5.8155,241.54,143.12,46.168
9.6904,15.748,5.8526,-72.893,-173.94,100.89
9.5224,15.594,5.7978,77.88,34.995,-218.21
9.6534,15.618,5.8083,-106.19,-185.98,77.122
9.3609,15.577,6.0027,-132.9,-25.919,156.96
9.2647,15.618,5.8002,-111.65,3.3583,-182.26
9.2521,15.589,5.7718,-16.451,330.43,11.23
9.4777,15.521,5.7756,182.3,-375.28,-81.077
9.4201,15.596,5.7898,-167.2,-71.178,-28.493
9.3768,15.701,5.8102,11.305,-207.67,98.936
9.3692,15.732,5.7611,-64.618,78.85,87.52
9.2758,15.72,5.7964,-298.82,51.295,-138.53
9.2881,15.689,5.7612,-235.72,-114.48,74.107
9.303,15.649,5.7932,13.295,-69.709,203.06
9.3445,15.682,5.7982,-44.371,-78.483,32.555
9.271,15.871,5.889,31.548,-157.54,174.63
9.3241,15.78,5.7981,333.89,160.15,-10.022
9.2982,15.887,5.8048,-197.83,19.723,4.6249
9.3789,15.805,5.792,150.52,-180.18,187.18
9.4207,15.779,5.8403,-323.87,-11.393,68.888
9.4401,15.775,5.8423,-165.71,358.86,-137.94
9.3177,15.775,5.712,-224.85,-151.91,230.43
9.486,15.698,5.6848,-457.81,-58.96,67.866
9.498,15.673,5.6405,-8.4759,3.6692,-124.05
9.3846,15.661,5.7377,180.09,194.18,264.87
9.3189,15.653,5.7304,79.351,243.39,-395.82
9.3625,15.673,5.7489,-113.3,-93.268,-99.16
9.2924,15.713,5.6497,-209.68,114.53,-151.63
9.2509,15.697,5.6936,59.592,-117.32,315.88
9.2719,15.698,5.7224,-230.92,-22.181,200.79
9.2787,15.675,5.7386,-88.87,193.31,-274.32
9.2835,15.667,5.7465,144.37,-193.4,171.11
9.2868,15.674,5.7401,-296.45,303.16,-145.09
9.2854,15.675,5.7394,305.8,-207.68,25.936
9.3038,15.665,5.731,-10.259,-340.71,34.655
9.2829,15.672,5.7224,51.941,-330.55,37.318
9.2861,15.663,5.7105,-22.859,-65.323,-246.13
9.2839,15.647,5.7339,-346.6,156.41,147.26
9.2916,15.652,5.7338,-143.24,-214.95,-94.33
9.265,15.627,5.7253,8.0058,13.956,-130.69
9.2971,15.594,5.7525,-251.68,-189.13,342.98
9.3716,15.635,5.742,-18.968,349.72,-5.8407
9.3248,15.61,5.7014,-322.63,267.35,202.99
9.2905,15.617,5.6727,-168.93,-94.012,117.19
9.2187,15.592,5.6819,56.768,-210.94,379.63
9.1674,15.56,5.6514,70.513,18.814,42.737
9.2322,15.585,5.7169,-331.56,345.77,123.99
9.2174,15.599,5.7341,82.125,92.359,154.82
9.2333,15.63,5.7519,61.673,-33.838,98.498
9.1958,15.679,5.7417,57.964,-157.07,20.007
9.1379,15.634,5.6643,-77.087,-371.85,-168.68
9.0733,15.576,5.7393,-28.901,43.997,63.181
9.0907,15.545,5.5958,-154.46,17.297,-16.698
9.1066,15.7,5.5744,-283.82,90.515,-94.882
9.0919,15.887,5.656,-202.71,14.274,274.62
9.1177,15.914,5.6771,-76.336,171.06,-1.8109
9.051,15.773,5.6649,-43.713,368.71,-18.419
9.246,15.801,5.7708,7.1955,-420.19,-164.98
9.218,15.706,6.0033,-11.751,178.07,79.878
9.1021,15.75,5.8697,-6.692,-78.468,289.61
9.0597,15.669,5.79,60.405,-168.84,-224.14
9.0633,15.641,5.7622,3.3181,-218.63,-150.9
9.0848,15.622,5.8478,64.922,6.952,133.86
9.2421,15.58,5.7862,-53.383,-332.83,73.858
9.1252,15.548,5.842,-110.42,29.903,122.1
9.0032,15.433,5.8494,19.435,-82.096,-43.158
9.1436,15.502,5.9586,-152.2,39.898,-43.865
9.3498,15.357,5.8254,-47.425,-58.354,-60.841
9.3292,15.402,5.8252,-209.17,37.747,-3.0081
9.3324,15.446,5.8393,-333.54,119.75,-156.35
9.364,15.482,5.8551,-39.833,52.71,-276.52
9.4409,15.41,5.7849,-2.0219,-420.66,-8.7015
9.3206,15.456,5.4016,-208.15,-59.85,60.221
9.2887,15.372,5.1943,-162.04,-19.807,-65.569
9.076,15.639,5.4888,190.77,246.58,92.272
9.1833,15.58,5.5001,176.37,-65.815,128.72
9.4262,15.572,5.3342,-129.24,15.203,36.95
9.4479,15.64,5.4294,-58.212,15.874,-95.559
9.5935,15.318,5.3915,-147.47,215.38,115.87
9.5407,15.776,5.003,-113.09,-1.4065,226.69
10.469,15.5,4.4461,-98.111,-21.935,175.01
10.341,15.661,4.923,-122.24,-130.21,104.11
10.433,15.624,4.5085,-108.23,66.172,171.4
10.42,15.598,4.5209,-102.76,-110.16,110.12
10.396,15.548,4.6738,-88.467,-47.115,84.842
10.86,15.382,5.2053,-94.356,49.206,101.56
10.073,15.666,5.5667,-167.01,-77.934,106.69
10.551,14.203,5.0783,-48.251,95.594,-0.0587
11.338,12.145,4.1426,-43.269,30.906,10.154
11.309,12.167,4.1398,-112.65,56.24,-63.493
11.311,12.133,4.0874,-157.11,104.8,-169.79
11.339,12.138,4.1035,10.089,-51.81,108.61
11.308,12.151,4.1141,-60.67,-23.696,186.7
11.246,12.176,4.0574,-11.573,28.198,77.141
11.135,12.174,4.1648,41.009,73.123,14.506
10.654,12.274,4.1871,-28.687,42.457,-79.575
10.872,12.508,6.9117,-3.3403,74.952,-12.321
11.987,15.744,7.2402,6.5058,-131.84,-34.917
11.575,15.918,6.6632,-32.794,-8.3534,35.056
11.304,15.78,6.4034,-37.284,44.151,90.37
11.514,15.792,6.4241,-37.944,-24.855,37.187
11.569,15.283,6.3443,-29.581,-102.02,-45.539
10.541,15.049,7.1623,-42.466,119.17,-14.612
9.9073,15.159,7.9689,-131.76,-22.579,-48.239
9.9659,15.235,7.8753,34.268,86.523,-87.769
9.943,15.22,7.8559,-80.477,18.16,22.254
9.9546,15.213,7.8262,-166.43,-19.209,-96.957
9.9936,15.058,7.5132,-76.496,6.1314,-151.25
9.8481,15.389,7.7341,-25.741,42.097,-54.056
9.8349,15.46,7.6454,-59.019,5.9681,23.309
9.081,15.412,7.0954,-19.756,103.67,-55.831
9.1017,15.439,7.0804,-39.589,-33.117,-62.718
9.1293,15.326,6.8297,-54.653,73.295,-75.419
9.159,15.43,6.0645,46.397,-16.655,-276.29
9.2807,15.856,6.0448,-105.38,-33.536,-67.397
9.3043,15.734,6.1986,-79.842,-196.54,-238.2
9.354,15.597,6.0199,191.13,-90.215,242.63
9.5054,15.791,6.1524,-218.91,-54.84,-140.46
9.5955,15.292,6.0679,-177.35,-51.813,154.12
8.0052,8.0314,7.8333,-117.98,-7.9493,131.99
9.4309,8.1744,7.8305,-75.696,-7.32,33.268
9.0355,8.1301,7.6866,-74.486,28.564,29.493
8.492,9.2851,6.0677,-67.684,14.844,4.3134
8.647,9.656,5.0996,-57.883,58.961,0.67826
8.0995,10.22,4.4045,-36.427,89.123,2.3041
8.6091,10.766,4.867,-44.367,53.38,-51.887
8.4231,10.646,4.0933,-15.654,81.355,-32.729
10.503,10.304,4.6563,-6.0363,59.732,0.63112
10.551,10.345,4.7094,-41.635,100.16,-33.99
10.404,10.434,4.6139,-21.315,105.76,30.34
10.7,10.553,4.9023,-25.363,35.79,-53.255
11.2,11.715,4.1757,-39.19,127.32,20.903
11.817,11.027,4.3401,-18.386,76.337,17.7
11.632,10.679,4.5237,-10.663,103.41,45.311
11.596,8.2457,4.9772,-25.015,110.34,9.2647
10.392,8.4604,4.4195,-26.602,45.073,44.542
10.8,9.4328,5.6382,-15.415,36.706,-10.714
11.604,8.2854,5.0214,-28.421,-9.7856,76.27
11.602,8.3097,5.1412,-13.209,7.3707,20.264
10.192,9.0396,6.4214,-31.987,31.591,10.442
10.896,9.9714,7.0777,-8.2917,15.898,-0.088422
10.312,8.6103,7.6081,-38.724,-5.8866,26.22
11.721,9.288,7.731,15.273,41.216,7.4931
11.903,9.2566,7.6019,-20.245,15.292,33.983
13.017,10.52,7.171,43.51,43.188,1.7226
12.465,9.7173,5.3299,28.328,17.233,13.819
12.718,9.1864,5.0429,-18.244,80.115,39.473
13.098,9.1351,5.137,-14.889,77.003,17.291
13.087,9.1618,5.0414,54.335,82.57,45.811
12.303,10.188,4.9772,21.625,55.743,-154.45
12.301,10.214,5.1018,-16.083,103.5,-13.17
12.303,10.209,5.0685,1.842,163.69,-46.53
12.3,10.206,5.0858,52.159,6.3375,185.65
13.068,10.481,5.0222,41.612,39.263,-22.907
13.626,10.518,5.057,50.076,157.13,8.3479
13.647,10.584,5.055,28.844,56.371,26.903
13.049,11.619,4.2429,47.788,73.969,10.209
13.554,11.634,4.4809,66.033,17.389,95.655
14.996,11.653,4.4644,-2.0862,120.42,-271.21
14.578,11.108,4.9662,82.355,84.648,-33.325
14.997,11.967,4.5765,55.588,21.95,81.919
14.8,11.666,4.6467,-24.003,-17.506,34.174
14.418,11.789,4.6781,156.59,82.999,103.64
14.385,11.858,4.7083,133.61,24.295,116.26
14.436,11.112,4.8695,75.14,132.01,-30.47
14.49,11.01,4.7529,73.404,121.57,-51.013
14.087,11.105,4.8555,87.088,124.66,64.855
14.04,10.052,5.6974,44.545,88.455,-12.832
15.697,11.349,4.5416,-78.526,175.93,189.22
15.68,11.401,4.6261,-1.7632,178.83,91.242
15.304,11.834,4.5851,-33.761,104.63,64.072
15.44,11.638,4.577,126.76,-106.92,-19.346
15.227,11.737,4.5178,184.29,169.58,9.9804
15.131,11.7,4.5061,-13.215,156.76,-13.569
15.151,11.753,4.5508,-196.73,-274.65,63.3
15.145,11.657,4.5145,-15.802,-173.98,-18.226
15.164,11.636,4.6479,175.49,76.109,270.65
15.033,11.683,4.5375,173.15,108.89,39.713
15.055,11.692,4.5232,-26.762,128.79,-9.8856
15.097,11.653,4.5207,10.549,41.553,282.9
15.118,11.676,4.5248,75.848,-283.32,157.44
15.116,11.695,4.5264,-193.68,330.47,-131.48
15.113,11.695,4.5452,218.81,80.043,-243.66
15.104,11.684,4.5461,-57.486,111.37,319.42
15.087,11.709,4.5373,348.31,-72.445,-128.88
15.11,11.699,4.5093,9.6491,-32.408,173.22
15.056,11.705,4.5522,-69.722,-75.268,237.68
15.059,11.773,4.533,317.9,279.02,-15.731
15.125,11.763,4.5686,4.0633,31.418,24.765
15.174,11.886,4.6458,2.287,-184.61,24.345
15.094,11.757,4.7898,130.43,-6.277,44.245
15.168,11.763,4.5051,-192.33,211.2,155.33
15.21,11.782,4.4999,158.36,92.876,83.096
15.134,11.962,4.471,-33.896,169.37,-16.221
15.107,11.742,4.4166,104.95,80.087,107.11
15.072,11.653,4.5007,96.772,26.011,98.736
15.145,11.713,4.5017,49.702,247.6,-166.61
15.204,11.697,4.4976,-131.47,-113.19,150.95
15.417,11.735,4.4188,213.93,62.068,7.4397
15.425,11.778,4.4616,-18.15,-15.519,29.623
15.268,12.008,4.4246,137.61,124.78,-3.7575
15.541,11.738,4.4487,199.07,-32.744,18.97
15.816,11.258,4.1612,96.93,36.106,145.85
15.736,11.505,4.3784,-93.738,110.25,17.67
15.716,11.391,4.3891,-2.581,128.45,-68.634
15.681,11.351,4.2674,-5.7193,77.35,26.993
15.639,11.435,4.137,-5.1729,127.31,69.659
15.722,11.397,4.2067,94.049,125.12,86.475
15.823,11.252,4.1682,-186.96,131.26,119.28
15.555,10.873,4.886,49.101,141,-28.172
15.757,9.8626,4.994,74.942,107.07,27.019
15.903,9.1595,5.7956,81.917,72.369,28.242
14.401,8.5166,6.9071,60.086,51.08,34.95
14.575,9.1322,7.8209,71.723,43.735,34.069
14.808,10.412,7.4713,78.954,63.786,20.794
15.548,10.931,6.0683,86.977,47.25,-31.708
15.545,10.987,6.0632,35.272,96.247,22.847
15.679,11.022,6.184,6.7482,62.023,-8.7706
15.486,11.277,7.6684,91.453,67.159,30.381
15.541,12.736,7.7228,-28.485,106.63,-66.894
15.575,12.952,7.6436,-107.29,33.17,-13.365
15.523,12.775,7.7459,-3.8904,38.596,-55.592
